index,curr,next,speed
87,cropped_images/train/87.jpg,cropped_images/train/88.jpg,26.73078
88,cropped_images/train/88.jpg,cropped_images/train/89.jpg,26.708966
89,cropped_images/train/89.jpg,cropped_images/train/90.jpg,26.692341
90,cropped_images/train/90.jpg,cropped_images/train/91.jpg,26.690703
91,cropped_images/train/91.jpg,cropped_images/train/92.jpg,26.646072
92,cropped_images/train/92.jpg,cropped_images/train/93.jpg,26.644104
93,cropped_images/train/93.jpg,cropped_images/train/94.jpg,26.627146
94,cropped_images/train/94.jpg,cropped_images/train/95.jpg,26.569781
95,cropped_images/train/95.jpg,cropped_images/train/96.jpg,26.564525
96,cropped_images/train/96.jpg,cropped_images/train/97.jpg,26.577363
97,cropped_images/train/97.jpg,cropped_images/train/98.jpg,26.535204
98,cropped_images/train/98.jpg,cropped_images/train/99.jpg,26.541647
99,cropped_images/train/99.jpg,cropped_images/train/100.jpg,26.529513
100,cropped_images/train/100.jpg,cropped_images/train/101.jpg,26.501939
101,cropped_images/train/101.jpg,cropped_images/train/102.jpg,26.50846
102,cropped_images/train/102.jpg,cropped_images/train/103.jpg,26.456369
103,cropped_images/train/103.jpg,cropped_images/train/104.jpg,26.460903
104,cropped_images/train/104.jpg,cropped_images/train/105.jpg,26.447106
105,cropped_images/train/105.jpg,cropped_images/train/106.jpg,26.444679
106,cropped_images/train/106.jpg,cropped_images/train/107.jpg,26.432169
107,cropped_images/train/107.jpg,cropped_images/train/108.jpg,26.348981
108,cropped_images/train/108.jpg,cropped_images/train/109.jpg,26.368428
109,cropped_images/train/109.jpg,cropped_images/train/110.jpg,26.328696
110,cropped_images/train/110.jpg,cropped_images/train/111.jpg,26.287243
111,cropped_images/train/111.jpg,cropped_images/train/112.jpg,26.286672
112,cropped_images/train/112.jpg,cropped_images/train/113.jpg,26.273133
113,cropped_images/train/113.jpg,cropped_images/train/114.jpg,26.258781
114,cropped_images/train/114.jpg,cropped_images/train/115.jpg,26.26402
115,cropped_images/train/115.jpg,cropped_images/train/116.jpg,26.216485
116,cropped_images/train/116.jpg,cropped_images/train/117.jpg,26.229105
117,cropped_images/train/117.jpg,cropped_images/train/118.jpg,26.205432
118,cropped_images/train/118.jpg,cropped_images/train/119.jpg,26.184952
119,cropped_images/train/119.jpg,cropped_images/train/120.jpg,26.187712
120,cropped_images/train/120.jpg,cropped_images/train/121.jpg,26.163657
121,cropped_images/train/121.jpg,cropped_images/train/122.jpg,26.115078
122,cropped_images/train/122.jpg,cropped_images/train/123.jpg,26.115793
123,cropped_images/train/123.jpg,cropped_images/train/124.jpg,26.106916
124,cropped_images/train/124.jpg,cropped_images/train/125.jpg,26.093713
125,cropped_images/train/125.jpg,cropped_images/train/126.jpg,26.026723
126,cropped_images/train/126.jpg,cropped_images/train/127.jpg,26.059682
127,cropped_images/train/127.jpg,cropped_images/train/128.jpg,26.043513
128,cropped_images/train/128.jpg,cropped_images/train/129.jpg,26.026975
129,cropped_images/train/129.jpg,cropped_images/train/130.jpg,26.036413
130,cropped_images/train/130.jpg,cropped_images/train/131.jpg,25.985965
131,cropped_images/train/131.jpg,cropped_images/train/132.jpg,25.882752
132,cropped_images/train/132.jpg,cropped_images/train/133.jpg,25.848527
133,cropped_images/train/133.jpg,cropped_images/train/134.jpg,25.92309
134,cropped_images/train/134.jpg,cropped_images/train/135.jpg,25.898218
135,cropped_images/train/135.jpg,cropped_images/train/136.jpg,25.936657
136,cropped_images/train/136.jpg,cropped_images/train/137.jpg,25.889446
137,cropped_images/train/137.jpg,cropped_images/train/138.jpg,25.881018
138,cropped_images/train/138.jpg,cropped_images/train/139.jpg,25.883611
139,cropped_images/train/139.jpg,cropped_images/train/140.jpg,25.838685
140,cropped_images/train/140.jpg,cropped_images/train/141.jpg,25.837266
141,cropped_images/train/141.jpg,cropped_images/train/142.jpg,25.76013
142,cropped_images/train/142.jpg,cropped_images/train/143.jpg,25.72661
143,cropped_images/train/143.jpg,cropped_images/train/144.jpg,25.705029
144,cropped_images/train/144.jpg,cropped_images/train/145.jpg,25.69282
145,cropped_images/train/145.jpg,cropped_images/train/146.jpg,25.694555
146,cropped_images/train/146.jpg,cropped_images/train/147.jpg,25.715744
147,cropped_images/train/147.jpg,cropped_images/train/148.jpg,25.721072
148,cropped_images/train/148.jpg,cropped_images/train/149.jpg,25.71009
149,cropped_images/train/149.jpg,cropped_images/train/150.jpg,25.675076
150,cropped_images/train/150.jpg,cropped_images/train/151.jpg,25.690365
151,cropped_images/train/151.jpg,cropped_images/train/152.jpg,25.659273
152,cropped_images/train/152.jpg,cropped_images/train/153.jpg,25.588452
153,cropped_images/train/153.jpg,cropped_images/train/154.jpg,25.587607
154,cropped_images/train/154.jpg,cropped_images/train/155.jpg,25.605106
155,cropped_images/train/155.jpg,cropped_images/train/156.jpg,25.546981
156,cropped_images/train/156.jpg,cropped_images/train/157.jpg,25.561611
157,cropped_images/train/157.jpg,cropped_images/train/158.jpg,25.520048
158,cropped_images/train/158.jpg,cropped_images/train/159.jpg,25.512851
159,cropped_images/train/159.jpg,cropped_images/train/160.jpg,25.535949
160,cropped_images/train/160.jpg,cropped_images/train/161.jpg,25.466815
161,cropped_images/train/161.jpg,cropped_images/train/162.jpg,25.468195
162,cropped_images/train/162.jpg,cropped_images/train/163.jpg,25.442955
163,cropped_images/train/163.jpg,cropped_images/train/164.jpg,25.43467
164,cropped_images/train/164.jpg,cropped_images/train/165.jpg,25.415651
165,cropped_images/train/165.jpg,cropped_images/train/166.jpg,25.376169
166,cropped_images/train/166.jpg,cropped_images/train/167.jpg,25.380297
167,cropped_images/train/167.jpg,cropped_images/train/168.jpg,25.31671
168,cropped_images/train/168.jpg,cropped_images/train/169.jpg,25.308004
169,cropped_images/train/169.jpg,cropped_images/train/170.jpg,25.307879
170,cropped_images/train/170.jpg,cropped_images/train/171.jpg,25.25791
171,cropped_images/train/171.jpg,cropped_images/train/172.jpg,25.234153
172,cropped_images/train/172.jpg,cropped_images/train/173.jpg,25.234548
173,cropped_images/train/173.jpg,cropped_images/train/174.jpg,25.16456
174,cropped_images/train/174.jpg,cropped_images/train/175.jpg,25.155528
175,cropped_images/train/175.jpg,cropped_images/train/176.jpg,25.124563
176,cropped_images/train/176.jpg,cropped_images/train/177.jpg,25.05188
177,cropped_images/train/177.jpg,cropped_images/train/178.jpg,25.069608
178,cropped_images/train/178.jpg,cropped_images/train/179.jpg,24.984767
179,cropped_images/train/179.jpg,cropped_images/train/180.jpg,24.967705
180,cropped_images/train/180.jpg,cropped_images/train/181.jpg,24.989188
181,cropped_images/train/181.jpg,cropped_images/train/182.jpg,24.92012
182,cropped_images/train/182.jpg,cropped_images/train/183.jpg,24.878731
183,cropped_images/train/183.jpg,cropped_images/train/184.jpg,24.78153
184,cropped_images/train/184.jpg,cropped_images/train/185.jpg,24.813369
185,cropped_images/train/185.jpg,cropped_images/train/186.jpg,24.765025
186,cropped_images/train/186.jpg,cropped_images/train/187.jpg,24.703236
187,cropped_images/train/187.jpg,cropped_images/train/188.jpg,24.719001
188,cropped_images/train/188.jpg,cropped_images/train/189.jpg,24.616928
189,cropped_images/train/189.jpg,cropped_images/train/190.jpg,24.599527
190,cropped_images/train/190.jpg,cropped_images/train/191.jpg,24.583681
191,cropped_images/train/191.jpg,cropped_images/train/192.jpg,24.478286
192,cropped_images/train/192.jpg,cropped_images/train/193.jpg,24.44661
193,cropped_images/train/193.jpg,cropped_images/train/194.jpg,24.425899
194,cropped_images/train/194.jpg,cropped_images/train/195.jpg,24.334192
195,cropped_images/train/195.jpg,cropped_images/train/196.jpg,24.277394
196,cropped_images/train/196.jpg,cropped_images/train/197.jpg,24.243752
197,cropped_images/train/197.jpg,cropped_images/train/198.jpg,24.166103
198,cropped_images/train/198.jpg,cropped_images/train/199.jpg,24.169954
199,cropped_images/train/199.jpg,cropped_images/train/200.jpg,24.066184
200,cropped_images/train/200.jpg,cropped_images/train/201.jpg,24.031755
201,cropped_images/train/201.jpg,cropped_images/train/202.jpg,24.00579
202,cropped_images/train/202.jpg,cropped_images/train/203.jpg,23.927473
203,cropped_images/train/203.jpg,cropped_images/train/204.jpg,23.890764
204,cropped_images/train/204.jpg,cropped_images/train/205.jpg,23.798889
205,cropped_images/train/205.jpg,cropped_images/train/206.jpg,23.841604
206,cropped_images/train/206.jpg,cropped_images/train/207.jpg,23.759881
207,cropped_images/train/207.jpg,cropped_images/train/208.jpg,23.71539
208,cropped_images/train/208.jpg,cropped_images/train/209.jpg,23.748295
209,cropped_images/train/209.jpg,cropped_images/train/210.jpg,23.647204
210,cropped_images/train/210.jpg,cropped_images/train/211.jpg,23.596707
211,cropped_images/train/211.jpg,cropped_images/train/212.jpg,23.584715
212,cropped_images/train/212.jpg,cropped_images/train/213.jpg,23.55405
213,cropped_images/train/213.jpg,cropped_images/train/214.jpg,23.472504
214,cropped_images/train/214.jpg,cropped_images/train/215.jpg,23.504016
215,cropped_images/train/215.jpg,cropped_images/train/216.jpg,23.379037
216,cropped_images/train/216.jpg,cropped_images/train/217.jpg,23.358512
217,cropped_images/train/217.jpg,cropped_images/train/218.jpg,23.260696
218,cropped_images/train/218.jpg,cropped_images/train/219.jpg,23.247885
219,cropped_images/train/219.jpg,cropped_images/train/220.jpg,23.215724
220,cropped_images/train/220.jpg,cropped_images/train/221.jpg,23.145633
221,cropped_images/train/221.jpg,cropped_images/train/222.jpg,23.102612
222,cropped_images/train/222.jpg,cropped_images/train/223.jpg,23.045069
223,cropped_images/train/223.jpg,cropped_images/train/224.jpg,23.051338
224,cropped_images/train/224.jpg,cropped_images/train/225.jpg,23.015295
225,cropped_images/train/225.jpg,cropped_images/train/226.jpg,22.881877
226,cropped_images/train/226.jpg,cropped_images/train/227.jpg,22.915834
227,cropped_images/train/227.jpg,cropped_images/train/228.jpg,22.857471
228,cropped_images/train/228.jpg,cropped_images/train/229.jpg,22.757829
229,cropped_images/train/229.jpg,cropped_images/train/230.jpg,22.801015
230,cropped_images/train/230.jpg,cropped_images/train/231.jpg,22.703557
231,cropped_images/train/231.jpg,cropped_images/train/232.jpg,22.632107
232,cropped_images/train/232.jpg,cropped_images/train/233.jpg,22.650746
233,cropped_images/train/233.jpg,cropped_images/train/234.jpg,22.539414
234,cropped_images/train/234.jpg,cropped_images/train/235.jpg,22.495062
235,cropped_images/train/235.jpg,cropped_images/train/236.jpg,22.497131
236,cropped_images/train/236.jpg,cropped_images/train/237.jpg,22.412535
237,cropped_images/train/237.jpg,cropped_images/train/238.jpg,22.305346
238,cropped_images/train/238.jpg,cropped_images/train/239.jpg,22.266352
239,cropped_images/train/239.jpg,cropped_images/train/240.jpg,22.274608
240,cropped_images/train/240.jpg,cropped_images/train/241.jpg,22.213149
241,cropped_images/train/241.jpg,cropped_images/train/242.jpg,22.111782
242,cropped_images/train/242.jpg,cropped_images/train/243.jpg,22.098621
243,cropped_images/train/243.jpg,cropped_images/train/244.jpg,22.023265
244,cropped_images/train/244.jpg,cropped_images/train/245.jpg,21.9876
245,cropped_images/train/245.jpg,cropped_images/train/246.jpg,21.96738
246,cropped_images/train/246.jpg,cropped_images/train/247.jpg,21.867499
247,cropped_images/train/247.jpg,cropped_images/train/248.jpg,21.878563
248,cropped_images/train/248.jpg,cropped_images/train/249.jpg,21.830777
249,cropped_images/train/249.jpg,cropped_images/train/250.jpg,21.724761
250,cropped_images/train/250.jpg,cropped_images/train/251.jpg,21.720484
251,cropped_images/train/251.jpg,cropped_images/train/252.jpg,21.682866
252,cropped_images/train/252.jpg,cropped_images/train/253.jpg,21.565654
253,cropped_images/train/253.jpg,cropped_images/train/254.jpg,21.630614
254,cropped_images/train/254.jpg,cropped_images/train/255.jpg,21.522918
255,cropped_images/train/255.jpg,cropped_images/train/256.jpg,21.49305
256,cropped_images/train/256.jpg,cropped_images/train/257.jpg,21.502722
257,cropped_images/train/257.jpg,cropped_images/train/258.jpg,21.393423
258,cropped_images/train/258.jpg,cropped_images/train/259.jpg,21.312005
259,cropped_images/train/259.jpg,cropped_images/train/260.jpg,21.256784
260,cropped_images/train/260.jpg,cropped_images/train/261.jpg,21.283194
261,cropped_images/train/261.jpg,cropped_images/train/262.jpg,21.170907
262,cropped_images/train/262.jpg,cropped_images/train/263.jpg,21.128252
263,cropped_images/train/263.jpg,cropped_images/train/264.jpg,21.108952
264,cropped_images/train/264.jpg,cropped_images/train/265.jpg,21.026714
265,cropped_images/train/265.jpg,cropped_images/train/266.jpg,20.997039
266,cropped_images/train/266.jpg,cropped_images/train/267.jpg,21.006357
267,cropped_images/train/267.jpg,cropped_images/train/268.jpg,20.969367
268,cropped_images/train/268.jpg,cropped_images/train/269.jpg,20.944717
269,cropped_images/train/269.jpg,cropped_images/train/270.jpg,20.942738
270,cropped_images/train/270.jpg,cropped_images/train/271.jpg,20.863276
271,cropped_images/train/271.jpg,cropped_images/train/272.jpg,20.872582
272,cropped_images/train/272.jpg,cropped_images/train/273.jpg,20.858857
273,cropped_images/train/273.jpg,cropped_images/train/274.jpg,20.820238
274,cropped_images/train/274.jpg,cropped_images/train/275.jpg,20.823964
275,cropped_images/train/275.jpg,cropped_images/train/276.jpg,20.751848
276,cropped_images/train/276.jpg,cropped_images/train/277.jpg,20.723851
277,cropped_images/train/277.jpg,cropped_images/train/278.jpg,20.729127
278,cropped_images/train/278.jpg,cropped_images/train/279.jpg,20.679543
279,cropped_images/train/279.jpg,cropped_images/train/280.jpg,20.582223
280,cropped_images/train/280.jpg,cropped_images/train/281.jpg,20.543176
281,cropped_images/train/281.jpg,cropped_images/train/282.jpg,20.562831
282,cropped_images/train/282.jpg,cropped_images/train/283.jpg,20.485892
283,cropped_images/train/283.jpg,cropped_images/train/284.jpg,20.365818
284,cropped_images/train/284.jpg,cropped_images/train/285.jpg,20.3791
285,cropped_images/train/285.jpg,cropped_images/train/286.jpg,20.319317
286,cropped_images/train/286.jpg,cropped_images/train/287.jpg,20.222046
287,cropped_images/train/287.jpg,cropped_images/train/288.jpg,20.281935
288,cropped_images/train/288.jpg,cropped_images/train/289.jpg,20.160613
289,cropped_images/train/289.jpg,cropped_images/train/290.jpg,20.137914
290,cropped_images/train/290.jpg,cropped_images/train/291.jpg,20.138333
291,cropped_images/train/291.jpg,cropped_images/train/292.jpg,20.02506
292,cropped_images/train/292.jpg,cropped_images/train/293.jpg,19.992256
293,cropped_images/train/293.jpg,cropped_images/train/294.jpg,19.911347
294,cropped_images/train/294.jpg,cropped_images/train/295.jpg,19.882995
295,cropped_images/train/295.jpg,cropped_images/train/296.jpg,19.877321
296,cropped_images/train/296.jpg,cropped_images/train/297.jpg,19.715738
297,cropped_images/train/297.jpg,cropped_images/train/298.jpg,19.649489
298,cropped_images/train/298.jpg,cropped_images/train/299.jpg,19.60541
299,cropped_images/train/299.jpg,cropped_images/train/300.jpg,19.547851
300,cropped_images/train/300.jpg,cropped_images/train/301.jpg,19.452522
301,cropped_images/train/301.jpg,cropped_images/train/302.jpg,19.356058
302,cropped_images/train/302.jpg,cropped_images/train/303.jpg,19.341933
303,cropped_images/train/303.jpg,cropped_images/train/304.jpg,19.290832
304,cropped_images/train/304.jpg,cropped_images/train/305.jpg,19.110332
305,cropped_images/train/305.jpg,cropped_images/train/306.jpg,19.19085
306,cropped_images/train/306.jpg,cropped_images/train/307.jpg,19.113866
307,cropped_images/train/307.jpg,cropped_images/train/308.jpg,19.037851
308,cropped_images/train/308.jpg,cropped_images/train/309.jpg,18.990706
309,cropped_images/train/309.jpg,cropped_images/train/310.jpg,18.896681
310,cropped_images/train/310.jpg,cropped_images/train/311.jpg,18.732623
311,cropped_images/train/311.jpg,cropped_images/train/312.jpg,18.742782
312,cropped_images/train/312.jpg,cropped_images/train/313.jpg,18.593645
313,cropped_images/train/313.jpg,cropped_images/train/314.jpg,18.517665
314,cropped_images/train/314.jpg,cropped_images/train/315.jpg,18.425153
315,cropped_images/train/315.jpg,cropped_images/train/316.jpg,18.414805
316,cropped_images/train/316.jpg,cropped_images/train/317.jpg,18.345416
317,cropped_images/train/317.jpg,cropped_images/train/318.jpg,18.296095
318,cropped_images/train/318.jpg,cropped_images/train/319.jpg,18.280873
319,cropped_images/train/319.jpg,cropped_images/train/320.jpg,18.215723
320,cropped_images/train/320.jpg,cropped_images/train/321.jpg,18.199875
321,cropped_images/train/321.jpg,cropped_images/train/322.jpg,18.170798
322,cropped_images/train/322.jpg,cropped_images/train/323.jpg,18.120178
323,cropped_images/train/323.jpg,cropped_images/train/324.jpg,18.114072
324,cropped_images/train/324.jpg,cropped_images/train/325.jpg,18.101441
325,cropped_images/train/325.jpg,cropped_images/train/326.jpg,18.026191
326,cropped_images/train/326.jpg,cropped_images/train/327.jpg,18.033098
327,cropped_images/train/327.jpg,cropped_images/train/328.jpg,17.985449
328,cropped_images/train/328.jpg,cropped_images/train/329.jpg,17.974486
329,cropped_images/train/329.jpg,cropped_images/train/330.jpg,17.978176
330,cropped_images/train/330.jpg,cropped_images/train/331.jpg,17.926244
331,cropped_images/train/331.jpg,cropped_images/train/332.jpg,17.895649
332,cropped_images/train/332.jpg,cropped_images/train/333.jpg,17.904253
333,cropped_images/train/333.jpg,cropped_images/train/334.jpg,17.900632
334,cropped_images/train/334.jpg,cropped_images/train/335.jpg,17.870866
335,cropped_images/train/335.jpg,cropped_images/train/336.jpg,17.906272
336,cropped_images/train/336.jpg,cropped_images/train/337.jpg,17.91078
337,cropped_images/train/337.jpg,cropped_images/train/338.jpg,17.885157
338,cropped_images/train/338.jpg,cropped_images/train/339.jpg,17.870561
339,cropped_images/train/339.jpg,cropped_images/train/340.jpg,17.859622
340,cropped_images/train/340.jpg,cropped_images/train/341.jpg,17.83511
341,cropped_images/train/341.jpg,cropped_images/train/342.jpg,17.82089
342,cropped_images/train/342.jpg,cropped_images/train/343.jpg,17.817578
343,cropped_images/train/343.jpg,cropped_images/train/344.jpg,17.776329
344,cropped_images/train/344.jpg,cropped_images/train/345.jpg,17.773368
345,cropped_images/train/345.jpg,cropped_images/train/346.jpg,17.756399
346,cropped_images/train/346.jpg,cropped_images/train/347.jpg,17.740411
347,cropped_images/train/347.jpg,cropped_images/train/348.jpg,17.750502
348,cropped_images/train/348.jpg,cropped_images/train/349.jpg,17.713229
349,cropped_images/train/349.jpg,cropped_images/train/350.jpg,17.720286
350,cropped_images/train/350.jpg,cropped_images/train/351.jpg,17.707938
351,cropped_images/train/351.jpg,cropped_images/train/352.jpg,17.701258
352,cropped_images/train/352.jpg,cropped_images/train/353.jpg,17.701865
353,cropped_images/train/353.jpg,cropped_images/train/354.jpg,17.694371
354,cropped_images/train/354.jpg,cropped_images/train/355.jpg,17.632586
355,cropped_images/train/355.jpg,cropped_images/train/356.jpg,17.586225
356,cropped_images/train/356.jpg,cropped_images/train/357.jpg,17.526406
357,cropped_images/train/357.jpg,cropped_images/train/358.jpg,17.544085
358,cropped_images/train/358.jpg,cropped_images/train/359.jpg,17.502712
359,cropped_images/train/359.jpg,cropped_images/train/360.jpg,17.451329
360,cropped_images/train/360.jpg,cropped_images/train/361.jpg,17.48443
361,cropped_images/train/361.jpg,cropped_images/train/362.jpg,17.416052
362,cropped_images/train/362.jpg,cropped_images/train/363.jpg,17.388921
363,cropped_images/train/363.jpg,cropped_images/train/364.jpg,17.397132
364,cropped_images/train/364.jpg,cropped_images/train/365.jpg,17.321062
365,cropped_images/train/365.jpg,cropped_images/train/366.jpg,17.293555
366,cropped_images/train/366.jpg,cropped_images/train/367.jpg,17.280179
367,cropped_images/train/367.jpg,cropped_images/train/368.jpg,17.215
368,cropped_images/train/368.jpg,cropped_images/train/369.jpg,17.198205
369,cropped_images/train/369.jpg,cropped_images/train/370.jpg,17.177024
370,cropped_images/train/370.jpg,cropped_images/train/371.jpg,17.144791
371,cropped_images/train/371.jpg,cropped_images/train/372.jpg,17.13578
372,cropped_images/train/372.jpg,cropped_images/train/373.jpg,17.106082
373,cropped_images/train/373.jpg,cropped_images/train/374.jpg,17.040895
374,cropped_images/train/374.jpg,cropped_images/train/375.jpg,17.066623
375,cropped_images/train/375.jpg,cropped_images/train/376.jpg,17.007221
376,cropped_images/train/376.jpg,cropped_images/train/377.jpg,16.965812
377,cropped_images/train/377.jpg,cropped_images/train/378.jpg,16.902998
378,cropped_images/train/378.jpg,cropped_images/train/379.jpg,16.927943
379,cropped_images/train/379.jpg,cropped_images/train/380.jpg,16.876896
380,cropped_images/train/380.jpg,cropped_images/train/381.jpg,16.82764
381,cropped_images/train/381.jpg,cropped_images/train/382.jpg,16.852029
382,cropped_images/train/382.jpg,cropped_images/train/383.jpg,16.776187
383,cropped_images/train/383.jpg,cropped_images/train/384.jpg,16.727212
384,cropped_images/train/384.jpg,cropped_images/train/385.jpg,16.748829
385,cropped_images/train/385.jpg,cropped_images/train/386.jpg,16.660815
386,cropped_images/train/386.jpg,cropped_images/train/387.jpg,16.658419
387,cropped_images/train/387.jpg,cropped_images/train/388.jpg,16.651665
388,cropped_images/train/388.jpg,cropped_images/train/389.jpg,16.622098
389,cropped_images/train/389.jpg,cropped_images/train/390.jpg,16.596606
390,cropped_images/train/390.jpg,cropped_images/train/391.jpg,16.54733
391,cropped_images/train/391.jpg,cropped_images/train/392.jpg,16.525286
392,cropped_images/train/392.jpg,cropped_images/train/393.jpg,16.507766
393,cropped_images/train/393.jpg,cropped_images/train/394.jpg,16.454513
394,cropped_images/train/394.jpg,cropped_images/train/395.jpg,16.436982
395,cropped_images/train/395.jpg,cropped_images/train/396.jpg,16.428845
396,cropped_images/train/396.jpg,cropped_images/train/397.jpg,16.363859
397,cropped_images/train/397.jpg,cropped_images/train/398.jpg,16.348094
398,cropped_images/train/398.jpg,cropped_images/train/399.jpg,16.282683
